"id","basket_value","date","day","Item_1","Item_2","Item_3","Item_4","Item_5","Item_6","Item_7","Item_8","Item_9","Item_10","Item_11","Item_12","Item_13","Item_14","Item_15","Item_16","Item_17","Item_18","Item_19","Item_20","Item_21","Item_22","Item_23","Item_24","Item_25","Item_26","Item_27","Item_28","Item_29","Item_30","Item_31","Item_32"
2002,3,"6/27/2023","Tuesday","other vegetables","domestic eggs","soda","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5630,3.1,"6/21/2023","Wednesday","cooking chocolate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2739,5.3,"5/19/2023","Friday","whole milk","brown bread","pastry","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
132,2.7,"5/19/2023","Friday","whole milk","yogurt","beverages","brown bread","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2809,1.7,"5/25/2023","Thursday","soda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2800,1.7,"5/19/2023","Friday","soda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
9822,7.8,"7/13/2023","Thursday","pip fruit","grapes","berries","other vegetables","whole milk","UHT-milk","rolls/buns","zwieback","bottled water","soda","red/blush wine","specialty bar","","","","","","","","","","","","","","","","","","","",""
8387,1.2,"7/29/2023","Saturday","whole milk","canned fish","cat food","pet care","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6253,3.3,"6/26/2023","Monday","beef","tropical fruit","whole milk","beverages","frozen vegetables","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1919,4.4,"6/12/2023","Monday","whole milk","curd","yogurt","frozen vegetables","margarine","ketchup","cereals","canned fish","soda","cling film/bags","","","","","","","","","","","","","","","","","","","","","",""
3884,9.6,"7/16/2023","Sunday","sausage","hamburger meat","tropical fruit","pip fruit","whole milk","beverages","frozen vegetables","frozen meals","white bread","pasta","pickled vegetables","sweet spreads","bottled water","fruit/vegetable juice","long life bakery product","specialty bar","detergent","newspapers","","","","","","","","","","","","","",""
3727,5.3,"5/20/2023","Saturday","whole milk","frozen fish","pastry","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
8517,8.8,"7/11/2023","Tuesday","sausage","rolls/buns","soda","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
7387,6.4,"7/23/2023","Sunday","sausage","yogurt","fruit/vegetable juice","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6208,6.2,"7/26/2023","Wednesday","pork","citrus fruit","dessert","whipped/sour cream","cream cheese ","salty snack","dishes","","","","","","","","","","","","","","","","","","","","","","","","",""
2497,1.3,"7/23/2023","Sunday","other vegetables","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
162,1.7,"5/18/2023","Thursday","frankfurter","soda","chewing gum","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5941,1.7,"5/29/2023","Monday","soda","misc. beverages","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4375,14.8,"7/30/2023","Sunday","frankfurter","sausage","beef","tropical fruit","berries","root vegetables","other vegetables","whole milk","yogurt","beverages","soft cheese","specialty cheese","frozen fish","rolls/buns","","","","","","","","","","","","","","","","","",""
3422,1.2,"7/27/2023","Thursday","meat","whole milk","specialty cheese","domestic eggs","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3326,3.1,"6/23/2023","Friday","brown bread","bottled water","soda","canned beer","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3012,1.7,"5/31/2023","Wednesday","soda","fruit/vegetable juice","cake bar","candy","candles","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4095,1.5,"5/31/2023","Wednesday","yogurt","coffee","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6037,2.5,"6/6/2023","Tuesday","frankfurter","other vegetables","whole milk","coffee","hygiene articles","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5566,2.2,"6/4/2023","Sunday","rolls/buns","fruit/vegetable juice","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
8858,20.1,"5/24/2023","Wednesday","sausage","beef","berries","root vegetables","other vegetables","whole milk","butter","sliced cheese","rolls/buns","white bread","brown bread","pastry","jam","soda","fruit/vegetable juice","syrup","chocolate","dish cleaner","dental care","napkins","newspapers","","","","","","","","","","",""
6335,6.6,"5/22/2023","Monday","other vegetables","whole milk","pastry","waffles","specialty bar","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","","",""
2155,3.1,"7/5/2023","Wednesday","chocolate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1386,6.3,"7/24/2023","Monday","tropical fruit","other vegetables","packaged fruit/vegetables","whole milk","frozen meals","white bread","instant coffee","soda","female sanitary products","newspapers","pot plants","shopping bags","","","","","","","","","","","","","","","","","","","",""
1434,1.2,"7/26/2023","Wednesday","ham","whole milk","curd","dessert","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6586,5.1,"5/30/2023","Tuesday","whipped/sour cream","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3826,2.2,"6/11/2023","Sunday","rolls/buns","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
93,7.7,"7/15/2023","Saturday","citrus fruit","butter milk","yogurt","cream cheese ","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4802,1.4,"7/22/2023","Saturday","bottled water","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1661,2.5,"5/25/2023","Thursday","frankfurter","pip fruit","other vegetables","whole milk","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1313,9.2,"","Wednesday","frankfurter","root vegetables","other vegetables","whole milk","whipped/sour cream","sliced cheese","frozen meals","frozen dessert","flour","sugar","coffee","cleaner","shopping bags","","","","","","","","","","","","","","","","","","",""
6517,3.1,"7/5/2023","Wednesday","cooking chocolate","female sanitary products","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5873,3.1,"6/12/2023","Monday","butter","hard cheese","white bread","chocolate","candy","","","","","","","","","","","","","","","","","","","","","","","","","","",""
656,6.5,"7/21/2023","Friday","cream cheese ","bottled water","canned beer","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
7926,1.4,"7/22/2023","Saturday","frankfurter","margarine","bottled water","red/blush wine","long life bakery product","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3982,11.6,"7/31/2023","Monday","sausage","soft cheese","rolls/buns","bottled water","specialty chocolate","","","","","","","","","","","","","","","","","","","","","","","","","","",""
8769,2.6,"5/29/2023","Monday","whole milk","curd","hard cheese","bottled water","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
325,4.2,"6/12/2023","Monday","frankfurter","other vegetables","yogurt","brown bread","bottled water","","","","","","","","","","","","","","","","","","","","","","","","","","",""
429,9.4,"7/6/2023","Thursday","citrus fruit","tropical fruit","root vegetables","yogurt","canned vegetables","bottled water","soda","softener","","","","","","","","","","","","","","","","","","","","","","","",""
374,2.7,"5/28/2023","Sunday","other vegetables","butter milk","frozen meals","bottled water","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1502,1.6,"5/19/2023","Friday","root vegetables","brown bread","pot plants","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2279,4.1,"5/19/2023","Friday","brown bread","pastry","pasta","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3335,10.2,"7/10/2023","Monday","sausage","finished products","beef","citrus fruit","onions","other vegetables","whole milk","dessert","frozen dessert","brown bread","canned vegetables","canned fruit","soda","","","","","","","","","","","","","","","","","","",""
9187,7.7,"7/10/2023","Monday","tropical fruit","pip fruit","root vegetables","other vegetables","whole milk","dessert","yogurt","UHT-milk","baking powder","canned vegetables","waffles","","","","","","","","","","","","","","","","","","","","",""
1767,3.5,"6/29/2023","Thursday","other vegetables","rolls/buns","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2081,7.5,"7/30/2023","Sunday","whole milk","yogurt","spread cheese","semi-finished bread","baking powder","soda","cake bar","chocolate","specialty bar","","","","","","","","","","","","","","","","","","","","","","",""
9315,1.2,"7/30/2023","Sunday","whole milk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4596,11.9,"7/11/2023","Tuesday","yogurt","cream cheese ","rolls/buns","chocolate","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
7304,11.3,"7/15/2023","Saturday","other vegetables","whole milk","butter","yogurt","whipped/sour cream","frozen vegetables","rolls/buns","margarine","napkins","","","","","","","","","","","","","","","","","","","","","","",""
203,2.2,"5/30/2023","Tuesday","curd","rolls/buns","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
7764,6.2,"7/21/2023","Friday","sausage","other vegetables","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
523,2.4,"5/22/2023","Monday","citrus fruit","berries","other vegetables","butter milk","sugar","fruit/vegetable juice","hygiene articles","","","","","","","","","","","","","","","","","","","","","","","","",""
3915,5.3,"5/20/2023","Saturday","ham","chicken","turkey","beef","onions","whole milk","butter","frozen potato products","domestic eggs","pastry","salt","sugar","jam","coffee","","","","","","","","","","","","","","","","","",""
1379,1.4,"7/21/2023","Friday","canned fruit","meat spreads","bottled water","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5501,8.1,"7/23/2023","Sunday","other vegetables","ice cream","brown bread","soda","house keeping products","newspapers","","","","","","","","","","","","","","","","","","","","","","","","","",""
5954,10.6,"5/22/2023","Monday","tropical fruit","other vegetables","pastry","long life bakery product","waffles","chocolate","specialty bar","shopping bags","","","","","","","","","","","","","","","","","","","","","","","",""
6555,7.1,"7/13/2023","Thursday","sausage","spread cheese","rolls/buns","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1153,1.3,"7/23/2023","Sunday","other vegetables","sugar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1135,3,"6/21/2023","Wednesday","finished products","other vegetables","soda","fruit/vegetable juice","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5071,3.4,"6/21/2023","Wednesday","whole milk","domestic eggs","rolls/buns","fruit/vegetable juice","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3358,8.5,"7/16/2023","Sunday","tropical fruit","other vegetables","whipped/sour cream","white bread","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
9043,8.2,"7/13/2023","Thursday","chicken","hamburger meat","citrus fruit","tropical fruit","pip fruit","other vegetables","yogurt","rolls/buns","mustard","canned vegetables","cake bar","napkins","newspapers","","","","","","","","","","","","","","","","","","",""
7080,5.8,"5/23/2023","Tuesday","pastry","soda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2908,1.7,"5/30/2023","Tuesday","soda","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3891,11.1,"7/8/2023","Saturday","sausage","beef","tropical fruit","pip fruit","berries","root vegetables","other vegetables","whole milk","mustard","candles","","","","","","","","","","","","","","","","","","","","","",""
3628,1.3,"7/24/2023","Monday","other vegetables","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
361,1.2,"7/26/2023","Wednesday","whole milk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
7687,6,"","Monday","whole milk","brown bread","soda","bottled beer","salty snack","long life bakery product","chocolate","shopping bags","","","","","","","","","","","","","","","","","","","","","","","",""
408,5.1,"7/1/2023","Saturday","ice cream","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2806,2.2,"6/5/2023","Monday","rolls/buns","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1884,4.1,"5/18/2023","Thursday","UHT-milk","pastry","coffee","red/blush wine","pot plants","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5515,1.3,"7/24/2023","Monday","other vegetables","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1662,6.2,"7/16/2023","Sunday","sausage","other vegetables","newspapers","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
9131,12.2,"5/25/2023","Thursday","citrus fruit","tropical fruit","pip fruit","whole milk","yogurt","rolls/buns","pastry","white wine","red/blush wine","hygiene articles","","","","","","","","","","","","","","","","","","","","","",""
7000,3.2,"6/23/2023","Friday","yogurt","frozen meals","soda","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4530,3.3,"6/18/2023","Sunday","root vegetables","soda","red/blush wine","prosecco","waffles","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1480,5.1,"6/29/2023","Thursday","whipped/sour cream","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
8361,1.5,"6/8/2023","Thursday","yogurt","frozen vegetables","cat food","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4047,1.2,"7/27/2023","Thursday","beef","pip fruit","whole milk","butter","curd","margarine","cat food","coffee","waffles","","","","","","","","","","","","","","","","","","","","","","",""
4780,7.5,"5/21/2023","Sunday","whole milk","rolls/buns","pastry","newspapers","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
7518,1.7,"5/29/2023","Monday","soda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2488,4.1,"5/19/2023","Friday","pastry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6974,7.2,"5/23/2023","Tuesday","pastry","chocolate","specialty bar","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3754,1.7,"5/23/2023","Tuesday","soda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
760,4.3,"6/21/2023","Wednesday","pork","tropical fruit","rolls/buns","semi-finished bread","bottled beer","newspapers","","","","","","","","","","","","","","","","","","","","","","","","","",""
7699,4.3,"6/20/2023","Tuesday","whole milk","pasta","long life bakery product","chocolate","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6637,4.9,"6/11/2023","Sunday","sausage","spices","newspapers","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1669,3.9,"6/22/2023","Thursday","domestic eggs","rolls/buns","soda","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
9076,1.3,"7/25/2023","Tuesday","other vegetables","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6747,3.5,"6/19/2023","Monday","hamburger meat","other vegetables","rolls/buns","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6172,5.3,"5/22/2023","Monday","tropical fruit","yogurt","soda","newspapers","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6820,6.3,"7/31/2023","Monday","sausage","spread cheese","mustard","bottled water","cleaner","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","","",""
7102,3.1,"7/6/2023","Thursday","bottled water","soda","salty snack","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2431,1.2,"7/26/2023","Wednesday","herbs","whole milk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4031,2.1,"6/2/2023","Friday","tropical fruit","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
9212,10.7,"7/29/2023","Saturday","meat","chicken","root vegetables","other vegetables","whole milk","yogurt","sliced cheese","cream cheese ","roll products ","oil","margarine","artif. sweetener","detergent","shopping bags","","","","","","","","","","","","","","","","","",""
6094,1.7,"5/30/2023","Tuesday","frozen meals","soda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
291,4.9,"6/12/2023","Monday","sausage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2514,12.2,"5/19/2023","Friday","citrus fruit","tropical fruit","whole milk","yogurt","rolls/buns","pastry","semi-finished bread","bottled beer","napkins","","","","","","","","","","","","","","","","","","","","","","",""
2957,9,"5/19/2023","Friday","frankfurter","tropical fruit","root vegetables","whole milk","curd","dessert","frozen vegetables","pastry","instant coffee","tea","newspapers","","","","","","","","","","","","","","","","","","","","",""
4551,8.9,"7/15/2023","Saturday","sausage","hamburger meat","citrus fruit","whole milk","pasta","soda","chewing gum","detergent","hygiene articles","kitchen towels","","","","","","","","","","","","","","","","","","","","","",""
798,6.5,"7/21/2023","Friday","root vegetables","whole milk","yogurt","rolls/buns","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2176,6,"7/23/2023","Sunday","sausage","beef","citrus fruit","sweet spreads","coffee","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4752,7.2,"5/21/2023","Sunday","pastry","oil","bottled beer","chocolate","specialty chocolate","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4426,6.3,"5/21/2023","Sunday","rolls/buns","pastry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3934,2.5,"5/20/2023","Saturday","pip fruit","other vegetables","whole milk","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
7464,7.4,"5/23/2023","Tuesday","frankfurter","tropical fruit","pip fruit","whole milk","curd","pastry","flour","margarine","sugar","organic products","","","","","","","","","","","","","","","","","","","","","",""
7348,5.1,"5/22/2023","Monday","curd","ice cream","pasta","cat food","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3315,1.4,"7/22/2023","Saturday","bottled water","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
7183,6,"7/21/2023","Friday","root vegetables","other vegetables","butter","domestic eggs","bottled water","soda","misc. beverages","","","","","","","","","","","","","","","","","","","","","","","","",""
1381,7.3,"5/18/2023","Thursday","yogurt","pastry","semi-finished bread","soda","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3198,5.3,"5/19/2023","Friday","whole milk","pastry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
592,9.2,"5/17/2023","Wednesday","whipped/sour cream","pastry","specialty bar","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1706,10.1,"7/14/2023","Friday","sausage","other vegetables","rolls/buns","soda","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
8482,6.1,"7/7/2023","Friday","sausage","whole milk","sauces","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
9823,1.5,"7/21/2023","Friday","yogurt","long life bakery product","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5789,7.7,"7/30/2023","Sunday","tropical fruit","other vegetables","whole milk","dessert","bottled water","soda","canned beer","seasonal products","","","","","","","","","","","","","","","","","","","","","","","",""
7768,11.2,"5/23/2023","Tuesday","citrus fruit","root vegetables","other vegetables","dessert","pastry","chocolate","dishes","candles","","","","","","","","","","","","","","","","","","","","","","","",""
6349,5.1,"5/26/2023","Friday","ice cream","frozen dessert","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1487,3.5,"6/24/2023","Saturday","meat","other vegetables","rolls/buns","fruit/vegetable juice","cling film/bags","","","","","","","","","","","","","","","","","","","","","","","","","","",""
8383,1.7,"5/25/2023","Thursday","jam","cocoa drinks","soda","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2189,2.7,"6/11/2023","Sunday","whole milk","yogurt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4057,1.7,"5/24/2023","Wednesday","hamburger meat","mustard","soups","Instant food products","sweet spreads","soda","newspapers","","","","","","","","","","","","","","","","","","","","","","","","",""
9692,7,"5/25/2023","Thursday","frankfurter","yogurt","UHT-milk","pastry","potato products","vinegar","artif. sweetener","cat food","coffee","bottled water","","","","","","","","","","","","","","","","","","","","","",""
2554,16.1,"7/6/2023","Thursday","organic sausage","chicken","citrus fruit","grapes","other vegetables","butter","yogurt","whipped/sour cream","rolls/buns","seasonal products","hygiene articles","","","","","","","","","","","","","","","","","","","","",""
9012,11,"7/22/2023","Saturday","tropical fruit","whole milk","yogurt","semi-finished bread","bottled water","soda","chocolate marshmallow","","","","","","","","","","","","","","","","","","","","","","","","",""
7425,1.5,"5/21/2023","Sunday","curd","yogurt","newspapers","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6999,1.7,"6/8/2023","Thursday","soda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6643,4.5,"6/14/2023","Wednesday","bottled water","specialty chocolate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4865,1.5,"6/1/2023","Thursday","dessert","yogurt","cat food","napkins","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3573,1.4,"7/22/2023","Saturday","UHT-milk","artif. sweetener","bottled water","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
7620,1.5,"","Sunday","pip fruit","grapes","yogurt","hard cheese","napkins","","","","","","","","","","","","","","","","","","","","","","","","","","",""
8958,16.7,"5/24/2023","Wednesday","hamburger meat","tropical fruit","other vegetables","whole milk","butter","curd","dessert","yogurt","whipped/sour cream","UHT-milk","domestic eggs","pastry","flour","margarine","cereals","canned fish","cat food","bottled water","bottled beer","hygiene articles","napkins","","","","","","","","","","",""
9224,8.8,"7/14/2023","Friday","sausage","meat","rolls/buns","soda","fruit/vegetable juice","male cosmetics","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","",""
47,5.5,"5/17/2023","Wednesday","pastry","bottled water","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4734,7.1,"7/24/2023","Monday","sausage","rolls/buns","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6910,2.2,"5/25/2023","Thursday","dessert","rolls/buns","waffles","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1860,1.6,"5/24/2023","Wednesday","root vegetables","red/blush wine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
267,12.2,"7/19/2023","Wednesday","frankfurter","sausage","butter","whipped/sour cream","rolls/buns","margarine","spices","","","","","","","","","","","","","","","","","","","","","","","","",""
1740,1.2,"7/26/2023","Wednesday","whole milk","white bread","salty snack","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1324,4.6,"6/30/2023","Friday","meat","beef","tropical fruit","pip fruit","berries","other vegetables","whole milk","white bread","brown bread","sugar","detergent","","","","","","","","","","","","","","","","","","","","",""
4526,1.2,"7/27/2023","Thursday","whole milk","hard cheese","sugar","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
7335,4.3,"6/18/2023","Sunday","hamburger meat","root vegetables","herbs","other vegetables","bottled water","bottled beer","newspapers","","","","","","","","","","","","","","","","","","","","","","","","",""
117,3.4,"6/12/2023","Monday","hamburger meat","whole milk","frozen vegetables","rolls/buns","bottled beer","sparkling wine","","","","","","","","","","","","","","","","","","","","","","","","","",""
3823,3.9,"6/21/2023","Wednesday","frankfurter","rolls/buns","soda","fruit/vegetable juice","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","","","",""
654,3.4,"7/4/2023","Tuesday","tropical fruit","other vegetables","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1383,1.5,"5/28/2023","Sunday","meat","yogurt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4442,3.4,"6/27/2023","Tuesday","whole milk","rolls/buns","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6333,3.9,"6/25/2023","Sunday","rolls/buns","soda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1655,4.1,"5/18/2023","Thursday","pastry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1389,9.5,"5/18/2023","Thursday","yogurt","rolls/buns","pastry","soda","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
785,1.2,"7/26/2023","Wednesday","whole milk","dessert","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6641,15.1,"5/22/2023","Monday","frankfurter","turkey","tropical fruit","grapes","root vegetables","other vegetables","whole milk","frozen vegetables","frozen meals","frozen potato products","pastry","pickled vegetables","sweet spreads","soda","misc. beverages","salty snack","cake bar","chocolate","detergent","house keeping products","","","","","","","","","","","",""
3908,6.4,"7/23/2023","Sunday","other vegetables","whipped/sour cream","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5023,2.1,"5/20/2023","Saturday","tropical fruit","seasonal products","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4137,10.7,"7/17/2023","Monday","ham","onions","other vegetables","whole milk","whipped/sour cream","soft cheese","sliced cheese","brown bread","canned vegetables","sweet spreads","salty snack","specialty chocolate","dishes","","","","","","","","","","","","","","","","","","",""
69,6.1,"7/31/2023","Monday","sausage","whole milk","curd","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
8015,1.2,"7/29/2023","Saturday","whole milk","cocoa drinks","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
8147,4.4,"6/13/2023","Tuesday","finished products","other vegetables","pet care","misc. beverages","chocolate","newspapers","","","","","","","","","","","","","","","","","","","","","","","","","",""
1319,4.1,"7/2/2023","Sunday","pip fruit","root vegetables","other vegetables","whole milk","chewing gum","kitchen towels","","","","","","","","","","","","","","","","","","","","","","","","","",""
746,1.5,"5/28/2023","Sunday","yogurt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1795,2.6,"6/3/2023","Saturday","whole milk","bottled water","napkins","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
9521,3.6,"6/17/2023","Saturday","tropical fruit","berries","yogurt","brown bread","hygiene articles","","","","","","","","","","","","","","","","","","","","","","","","","","",""
8509,8.1,"7/26/2023","Wednesday","meat","tropical fruit","butter","yogurt","soft cheese","cat food","bottled water","specialty chocolate","dish cleaner","napkins","shopping bags","","","","","","","","","","","","","","","","","","","","",""
4795,13.1,"7/17/2023","Monday","whole milk","yogurt","cream cheese ","rolls/buns","roll products ","chocolate","","","","","","","","","","","","","","","","","","","","","","","","","",""
6921,4.4,"6/16/2023","Friday","frankfurter","beef","other vegetables","chocolate","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6698,4.9,"6/19/2023","Monday","whole milk","yogurt","rolls/buns","soups","coffee","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6735,2.2,"6/3/2023","Saturday","condensed milk","rolls/buns","sugar","cat food","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6782,2.6,"5/27/2023","Saturday","meat","whole milk","domestic eggs","bottled water","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
33,4.1,"6/15/2023","Thursday","root vegetables","other vegetables","whole milk","beverages","sugar","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6776,4.2,"6/20/2023","Tuesday","other vegetables","whole milk","pet care","soda","canned beer","salty snack","","","","","","","","","","","","","","","","","","","","","","","","","",""
6246,1.7,"6/6/2023","Tuesday","soda","specialty bar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2063,14,"5/18/2023","Thursday","onions","dessert","yogurt","domestic eggs","rolls/buns","brown bread","pastry","cat food","bottled water","soda","fruit/vegetable juice","long life bakery product","chocolate","female sanitary products","napkins","","","","","","","","","","","","","","","","",""
1798,7.4,"7/13/2023","Thursday","turkey","citrus fruit","tropical fruit","pip fruit","berries","root vegetables","herbs","whole milk","butter","frozen vegetables","sauces","pickled vegetables","bottled water","rubbing alcohol","hygiene articles","napkins","flower (seeds)","","","","","","","","","","","","","","",""
8187,4.3,"6/17/2023","Saturday","whole milk","frozen meals","white bread","bottled water","soda","candy","","","","","","","","","","","","","","","","","","","","","","","","","",""
7803,2.2,"5/31/2023","Wednesday","rolls/buns","bottled beer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4666,3.6,"6/28/2023","Wednesday","pork","citrus fruit","pip fruit","other vegetables","whole milk","pudding powder","","","","","","","","","","","","","","","","","","","","","","","","","",""
8766,1.2,"7/29/2023","Saturday","whole milk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1652,1.2,"7/26/2023","Wednesday","whole milk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
142,1.3,"7/23/2023","Sunday","other vegetables","misc. beverages","canned beer","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1977,1.1,"7/30/2023","Sunday","citrus fruit","pip fruit","curd","artif. sweetener","dog food","coffee","","","","","","","","","","","","","","","","","","","","","","","","","",""
